observations,genes,batch_size,time,dimension,dimension_1,dimension_2
1.00E+06,1000,0.001,42961.977,full,1,1000
1.00E+06,1000,0.005,39544.996,full,1,1000
1.00E+06,1000,0.01,45935.262,full,1,1000
1.00E+06,1000,0.05,163789.958,full,1,1000
1.00E+06,1000,0.2,103458.366,full,1,1000
