"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,hdf5,2.137,0.141,2.305
2,1000,1000,0.005,3,random,hdf5,1.947,0.142,2.115
3,1000,1000,0.005,3,random,hdf5,1.705,0.128,1.859
4,1000,1000,0.005,3,random,hdf5,1.829,0.147,1.999
5,1000,1000,0.005,3,random,hdf5,1.674,0.145,1.835
6,1000,1000,0.005,3,random,hdf5,1.587,0.032,1.632
7,1000,1000,0.005,3,random,hdf5,1.701,0.023,1.738
8,1000,1000,0.005,3,random,hdf5,1.437,0.031,1.48
9,1000,1000,0.005,3,random,hdf5,1.612,0.03,1.654
10,1000,1000,0.005,3,random,hdf5,1.484,0.033,1.53
1,1000,1000,0.01,3,random,hdf5,2.357,0.136,2.525
2,1000,1000,0.01,3,random,hdf5,2.242,0.159,2.63
3,1000,1000,0.01,3,random,hdf5,1.867,0.129,2.03
4,1000,1000,0.01,3,random,hdf5,1.782,0.144,1.945
5,1000,1000,0.01,3,random,hdf5,1.675,0.144,1.839
6,1000,1000,0.01,3,random,hdf5,1.917,0.027,1.959
7,1000,1000,0.01,3,random,hdf5,2.395,0.033,2.445
8,1000,1000,0.01,3,random,hdf5,2.119,0.024,2.157
9,1000,1000,0.01,3,random,hdf5,1.719,0.03,1.763
10,1000,1000,0.01,3,random,hdf5,1.737,0.02,1.784
1,1000,1000,0.05,3,random,hdf5,2.399,0.122,2.555
2,1000,1000,0.05,3,random,hdf5,2.707,0.152,2.882
3,1000,1000,0.05,3,random,hdf5,2.25,0.102,2.382
4,1000,1000,0.05,3,random,hdf5,2.399,0.136,2.548
5,1000,1000,0.05,3,random,hdf5,2.843,0.149,3.014
6,1000,1000,0.05,3,random,hdf5,2.465,0.075,2.555
7,1000,1000,0.05,3,random,hdf5,2.481,0.066,2.565
8,1000,1000,0.05,3,random,hdf5,2.074,0.067,2.155
9,1000,1000,0.05,3,random,hdf5,2.24,0.066,2.32
10,1000,1000,0.05,3,random,hdf5,2.386,0.073,2.474
1,1000,1000,0.1,3,random,hdf5,4.081,0.17,4.284
2,1000,1000,0.1,3,random,hdf5,3.783,0.169,3.977
3,1000,1000,0.1,3,random,hdf5,4.041,0.166,4.236
4,1000,1000,0.1,3,random,hdf5,3.357,0.163,3.539
5,1000,1000,0.1,3,random,hdf5,3.268,0.122,3.41
6,1000,1000,0.1,3,random,hdf5,4.913,0.107,5.04
7,1000,1000,0.1,3,random,hdf5,4.334,0.111,4.468
8,1000,1000,0.1,3,random,hdf5,4.552,0.123,4.7
9,1000,1000,0.1,3,random,hdf5,4.317,0.104,4.443
10,1000,1000,0.1,3,random,hdf5,4.282,0.128,4.433
1,1000,1000,0.2,3,random,hdf5,7.598,0.199,7.838
2,1000,1000,0.2,3,random,hdf5,4.992,0.165,5.174
3,1000,1000,0.2,3,random,hdf5,7.288,0.18,7.5
4,1000,1000,0.2,3,random,hdf5,6.004,0.168,6.199
5,1000,1000,0.2,3,random,hdf5,5.127,0.155,5.306
6,1000,1000,0.2,3,random,hdf5,5.121,0.169,5.315
7,1000,1000,0.2,3,random,hdf5,4.484,0.115,4.617
8,1000,1000,0.2,3,random,hdf5,6.307,0.153,6.491
9,1000,1000,0.2,3,random,hdf5,4.555,0.12,4.694
10,1000,1000,0.2,3,random,hdf5,5.739,0.137,5.899
1,1000,1000,0.5,3,random,hdf5,12.47,1.136,13.653
