"B","observations","genes","batch_size","k","initializer","method","memory"
3,1000,1000,0.005,3,random,mbkmeans,373.669053532128
3,1000,1000,0.01,3,random,mbkmeans,380.522080901702
3,1000,1000,0.05,3,random,mbkmeans,406.365441899967
3,1000,1000,0.1,3,random,mbkmeans,406.60875092188
3,1000,1000,0.2,3,random,mbkmeans,406.526879888857
3,1000,1000,0.5,3,random,mbkmeans,430.124276828366
3,1000,1000,0.8,3,random,mbkmeans,426.301416096186
3,1000,1000,1,3,random,mbkmeans,403.446206659475
3,5000,1000,0.005,3,random,mbkmeans,436.288552974641
3,5000,1000,0.01,3,random,mbkmeans,462.915208653592
3,5000,1000,0.05,3,random,mbkmeans,462.954980687434
3,5000,1000,0.1,3,random,mbkmeans,461.000146695692
3,5000,1000,0.2,3,random,mbkmeans,495.292306859096
3,5000,1000,0.5,3,random,mbkmeans,491.471658651339
3,5000,1000,0.8,3,random,mbkmeans,487.651758124249
3,5000,1000,1,3,random,mbkmeans,472.400018564822
3,25000,1000,0.005,3,random,mbkmeans,645.82279448689
3,25000,1000,0.01,3,random,mbkmeans,645.712748099756
3,25000,1000,0.05,3,random,mbkmeans,645.61471037966
3,25000,1000,0.1,3,random,mbkmeans,702.834948327218
3,25000,1000,0.2,3,random,mbkmeans,702.833254601626
3,25000,1000,0.5,3,random,mbkmeans,740.996813705399
3,25000,1000,0.8,3,random,mbkmeans,855.495280628565
3,25000,1000,1,3,random,mbkmeans,931.842517549567
3,75000,1000,0.005,3,random,mbkmeans,1233.44135749224
3,75000,1000,0.01,3,random,mbkmeans,1233.27889716448
3,75000,1000,0.05,3,random,mbkmeans,1422.08084642331
3,75000,1000,0.1,3,random,mbkmeans,1393.45004034618
3,75000,1000,0.2,3,random,mbkmeans,1393.44670630076
3,75000,1000,0.5,3,random,mbkmeans,1507.95258136604
3,75000,1000,0.8,3,random,mbkmeans,1851.43677455493
3,75000,1000,1,3,random,mbkmeans,1507.95560260629
3,1e+05,1000,0.005,3,random,mbkmeans,1529.60859493642
3,1e+05,1000,0.01,3,random,mbkmeans,1525.67778590061
3,1e+05,1000,0.05,3,random,mbkmeans,1777.42875578239
3,1e+05,1000,0.1,3,random,mbkmeans,1739.25381362194
3,1e+05,1000,0.2,3,random,mbkmeans,1739.26923262834
3,1e+05,1000,0.5,3,random,mbkmeans,1891.92633769579
3,1e+05,1000,0.8,3,random,mbkmeans,2349.92414215605
3,1e+05,1000,1,3,random,mbkmeans,1891.92575023241
