TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.001,1,23660.7237524913
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.01,1,28115.2518530786
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.001,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.01,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.00015,1,22234.0062407062
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,3e-04,1,22527.2420129904
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,6e-04,1,23580.8196689382
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.002,1,24711.4285141411
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.003,1,28243.3202587126
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.006,1,28151.8428261169
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.015,1,28096.9563665595
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,mbkmeans,0.02,1,28373.5078431265
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.00015,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,3e-04,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,6e-04,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.002,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.003,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.006,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.015,1,17270.4261896532
TENxBrainData_500k,davide_mac,500000,5000,01_full_cluster,hdf5,0.02,1,17270.4261896532
