TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.002,1,173.587,38.359,216.361
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.002,1,432.708,85.41,527.326
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.006666667,1,172.223,40.333,217.305
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.006666667,1,624.851,51.129,690.904
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.013333333,1,194.08,44.716,248.44
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.013333333,1,473.675,96.756,589.046
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.02,1,199.468,42.591,254.361
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.02,1,718.718,75.765,827.966
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.04,1,119.3,44.461,176.874
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.04,1,129.917,47.811,188.334
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.04,1,371.921,79.891,473.041
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.04,1,385.842,88.425,491.451
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.066666667,1,152.639,57.706,214.418
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.066666667,1,452.398,68.767,535.199
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.1,1,191.992,62.016,257.282
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.1,1,501.871,161.324,687.808
TENxBrainData_75k,ruoxi_cluster,75000,5000,01_full_cluster,hdf5,0.133333333,1,175.688,59.718,255.1
